parent_tax_id,tax_level,category,tax_id,name,kraken_classified_reads,bracken_classified_reads,nt_rpm
1279,1,bacteria,985002,Staphylococcus argenteus,4,4,4
1279,1,bacteria,3051183,Staphylococcus hsinchuensis,1,1,1
1279,1,bacteria,29388,Staphylococcus capitis,1,1,1
1279,1,bacteria,29379,Staphylococcus auricularis,1,1,1
1279,1,bacteria,1654388,Staphylococcus schweitzeri,1,1,1
1279,1,bacteria,1294,Staphylococcus muscae,1,1,1
1279,1,bacteria,1286,Staphylococcus simulans,1,1,1
1279,1,bacteria,1282,Staphylococcus epidermidis,1,1,1
1485,1,bacteria,1502,Clostridium perfringens,1747,2394,2394
1485,1,bacteria,1491,Clostridium botulinum,535,557,557
1485,1,bacteria,1492,Clostridium butyricum,150,176,176
1485,1,bacteria,1509,Clostridium sporogenes,4,4,4
1485,1,bacteria,1529,Clostridium cadaveris,2,2,2
1485,1,bacteria,36839,Clostridium felsineum,1,1,1
1485,1,bacteria,394958,Clostridium taeniosporum,1,1,1
1485,1,bacteria,169679,Clostridium saccharobutylicum,1,1,1
1485,1,bacteria,29341,Clostridium argentinense,1,1,1
1485,1,bacteria,1561,Clostridium baratii,1,1,1
1485,1,bacteria,1513,Clostridium tetani,1,1,1
1485,1,bacteria,1493,Clostridium cellulovorans,1,1,1
216851,1,bacteria,853,Faecalibacterium prausnitzii,254,269,269
2646395,1,bacteria,3030639,Faecalibacterium sp. CYL33,1,1,1
35829,1,bacteria,288965,Acetivibrio clariflavus,1,1,1
946234,1,bacteria,292800,Flavonifractor plautii,1,1,1
1637257,1,bacteria,884684,Mageeibacillus indolicus,1,1,1
1870884,1,bacteria,1496,Clostridioides difficile,1552,1592,1592
86331,1,bacteria,114527,Mogibacterium diversum,863,869,869
44259,1,bacteria,143361,Filifactor alocis,1,1,1
1164882,1,bacteria,617123,Lachnoanaerobaculum umeaense,452,453,453
572511,1,bacteria,418240,Blautia wexlerae,1,1,1
28186,1,bacteria,28187,Acetohalobium arabaticum,1,1,1
29465,1,bacteria,29466,Veillonella parvula,2011,2022,2022
29465,1,bacteria,39777,Veillonella atypica,1790,1798,1798
2637378,1,bacteria,1884263,Selenomonas sp. oral taxon 920,1876,1881,1881
2637378,1,bacteria,713030,Selenomonas sp. oral taxon 136,227,231,231
543311,1,bacteria,33033,Parvimonas micra,738,749,749
1582879,1,bacteria,46507,Ezakiella coagulans,1,1,1
2704656,1,bacteria,2806552,Bulleidia sp. zg-1006,1,1,1
2678885,1,bacteria,1982626,Faecalibacillus intestinalis,1,1,1
32207,1,bacteria,43675,Rothia mucilaginosa,2103,2103,2103
32207,1,bacteria,172042,Rothia aeria,296,296,296
2529408,1,bacteria,52773,Schaalia meyeri,1426,1426,1426
2529408,1,bacteria,1660,Schaalia odontolytica,416,416,416
1716,1,bacteria,43768,Corynebacterium matruchotii,902,902,902
1678,1,bacteria,216816,Bifidobacterium longum,1,1,1
724,1,bacteria,727,Haemophilus influenzae,3296,3552,3552
2609962,1,bacteria,712310,Haemophilus sp. oral taxon 036,2041,2141,2141
724,1,bacteria,726,Haemophilus haemolyticus,754,778,778
724,1,bacteria,735,Haemophilus parahaemolyticus,564,567,567
724,1,bacteria,730,[Haemophilus] ducreyi,482,485,485
724,1,bacteria,729,Haemophilus parainfluenzae,227,229,229
724,1,bacteria,197575,Haemophilus aegyptius,1,2,2
75984,1,bacteria,85404,Mannheimia varigena,934,958,958
75984,1,bacteria,75985,Mannheimia haemolytica,544,558,558
75984,1,bacteria,2770636,Mannheimia bovis,8,8,8
75984,1,bacteria,111844,Mannheimia pernigra,5,5,5
75984,1,bacteria,85402,Mannheimia granulomatis,4,4,4
2645054,1,bacteria,1432056,Mannheimia sp. USDA-ARS-USMARC-1261,4,4,4
416916,1,bacteria,732,Aggregatibacter aphrophilus,619,624,624
416916,1,bacteria,739,Aggregatibacter segnis,397,427,427
416916,1,bacteria,714,Aggregatibacter actinomycetemcomitans,244,245,245
2639383,1,bacteria,2820817,Aggregatibacter sp. 2125159857,1,1,1
214906,1,bacteria,731,Histophilus somni,982,991,991
713,1,bacteria,715,Actinobacillus pleuropneumoniae,402,442,442
713,1,bacteria,189834,Actinobacillus porcitonsillarum,251,256,256
713,1,bacteria,51049,Actinobacillus indolicus,2,2,2
713,1,bacteria,254839,Actinobacillus genomosp. 1,2,2,2
713,1,bacteria,718,Actinobacillus equuli,1,1,1
713,1,bacteria,157339,Actinobacillus arthritidis,1,1,1
713,1,bacteria,230709,Actinobacillus genomosp. 2,1,1,1
2094023,1,bacteria,738,Glaesserella parasuis,324,328,328
745,1,bacteria,747,Pasteurella multocida,36,46,46
476528,1,bacteria,47735,Bibersteinia trehalosi,15,15,15
292486,1,bacteria,762,Avibacterium volantium,1,1,1
109471,1,bacteria,109472,Bisgaardia hudsonensis,1,1,1
226,1,bacteria,589873,Alteromonas australica,1168,1461,1461
2614992,1,bacteria,2785913,Alteromonas sp. B31-7,5,6,6
226,1,bacteria,28108,Alteromonas macleodii,1,1,1
561,1,bacteria,562,Escherichia coli,86,330,330
561,1,bacteria,564,Escherichia fergusonii,3,3,3
354276,1,bacteria,61645,Enterobacter asburiae,1,1,1
354276,1,bacteria,299767,Enterobacter ludwigii,1,1,1
570,1,bacteria,1134687,Klebsiella michiganensis,1,1,1
620,1,bacteria,622,Shigella dysenteriae,1,3,3
82976,1,bacteria,3073902,Buttiauxella selenatireducens,1,1,1
475,1,bacteria,29433,Moraxella ovis,4,4,4
482,1,bacteria,487,Neisseria meningitidis,2513,2689,2689
482,1,bacteria,28449,Neisseria subflava,967,1039,1039
482,1,bacteria,486,Neisseria lactamica,797,849,849
482,1,bacteria,488,Neisseria mucosa,620,681,681
482,1,bacteria,495,Neisseria elongata,602,608,608
482,1,bacteria,485,Neisseria gonorrhoeae,532,587,587
482,1,bacteria,484,Neisseria flavescens,513,542,542
482,1,bacteria,483,Neisseria cinerea,485,501,501
482,1,bacteria,2666100,Neisseria brasiliensis,182,183,183
2623750,1,bacteria,2972775,Neisseria sp. Marseille-Q5346,54,59,59
2623750,1,bacteria,3077590,Neisseria sp. DTU_2021_1001991_1_SI_NGA_ILE_055,54,61,61
2623750,1,bacteria,1871109,Neisseria sp. RH3002v2g,33,37,37
2623750,1,bacteria,641148,Neisseria sp. oral taxon 014,8,8,8
2623750,1,bacteria,2937985,Neisseria sp. Marseille-Q6792,6,6,6
2623750,1,bacteria,655307,Neisseria sp. KEM232,4,4,4
2623750,1,bacteria,2912675,Neisseria sp. Dent CA1/247,1,1,1
482,1,bacteria,33053,Neisseria perflava,22,49,49
482,1,bacteria,490,Neisseria sicca,10,10,10
482,1,bacteria,267212,Neisseria bacilliformis,3,3,3
482,1,bacteria,2912188,Neisseria lisongii,2,2,2
482,1,bacteria,496,Neisseria macacae,2,2,2
482,1,bacteria,1853276,Neisseria weixii,2,2,2
482,1,bacteria,28091,Neisseria weaveri,2,2,2
482,1,bacteria,1470200,Neisseria arctica,1,1,1
482,1,bacteria,2709396,Neisseria yangbaofengii,1,1,1
482,1,bacteria,1853278,Neisseria chenwenguii,1,1,1
482,1,bacteria,640030,Neisseria zalophi,1,1,1
482,1,bacteria,326522,Neisseria animaloris,1,1,1
32257,1,bacteria,504,Kingella kingae,1191,1218,1218
538,1,bacteria,539,Eikenella corrodens,510,512,512
212742,1,bacteria,1056807,Morococcus cerebrosus,2,2,2
87882,1,bacteria,95486,Burkholderia cenocepacia,190,286,286
87882,1,bacteria,292,Burkholderia cepacia,3,3,3
87882,1,bacteria,2978683,Burkholderia orbicola,3,7,7
87882,1,bacteria,87883,Burkholderia multivorans,2,2,2
87882,1,bacteria,101571,Burkholderia ubonensis,2,2,2
87882,1,bacteria,152480,Burkholderia ambifaria,2,2,2
87882,1,bacteria,179879,Burkholderia anthina,2,2,2
87882,1,bacteria,60550,Burkholderia pyrrocinia,1,1,1
87882,1,bacteria,1503055,Burkholderia territorii,1,1,1
87882,1,bacteria,488730,Burkholderia arboris,1,1,1
87882,1,bacteria,488447,Burkholderia contaminans,1,1,1
87882,1,bacteria,152500,Burkholderia dolosa,1,1,1
2613784,1,bacteria,1637853,Burkholderia sp. NRF60-BP8,1,2,2
2645081,1,bacteria,3081231,Ottowia sp. SB7-C50,1,1,1
2633022,1,bacteria,712368,Leptotrichia sp. oral taxon 498,6956,7214,7214
2633022,1,bacteria,712357,Leptotrichia sp. oral taxon 212,961,964,964
2633022,1,bacteria,1785996,Leptotrichia sp. oral taxon 847,215,218,218
2633022,1,bacteria,712361,Leptotrichia sp. oral taxon 218,56,58,58
2633022,1,bacteria,712362,Leptotrichia sp. oral taxon 221,14,14,14
2633022,1,bacteria,3058373,Leptotrichia sp. HMT-225,12,12,12
32067,1,bacteria,109328,Leptotrichia trevisanii,1345,1365,1365
32067,1,bacteria,554406,Leptotrichia hongkongensis,1029,1056,1056
32067,1,bacteria,157688,Leptotrichia hofstadii,831,858,858
32067,1,bacteria,157687,Leptotrichia wadei,481,492,492
32067,1,bacteria,157691,Leptotrichia shahii,252,258,258
32067,1,bacteria,40542,Leptotrichia buccalis,15,15,15
2755140,1,bacteria,157692,Pseudoleptotrichia goodfellowii,490,490,490
848,1,bacteria,2663009,Fusobacterium pseudoperiodonticum,1426,1483,1483
848,1,bacteria,859,Fusobacterium necrophorum,885,887,887
848,1,bacteria,1583098,Fusobacterium hwasookii,658,800,800
848,1,bacteria,860,Fusobacterium periodonticum,405,493,493
848,1,bacteria,851,Fusobacterium nucleatum,296,333,333
848,1,bacteria,76857,Fusobacterium polymorphum,42,44,44
848,1,bacteria,76859,Fusobacterium animalis,20,26,26
848,1,bacteria,155615,Fusobacterium vincentii,5,7,7
848,1,bacteria,285729,Fusobacterium canifelinum,2,2,2
194,1,bacteria,824,Campylobacter gracilis,4606,4607,4607
194,1,bacteria,196,Campylobacter fetus,1359,1374,1374
194,1,bacteria,204,Campylobacter showae,932,933,933
194,1,bacteria,1244531,Campylobacter iguaniorum,926,927,927
194,1,bacteria,199,Campylobacter concisus,537,537,537
2638727,1,bacteria,1539298,Treponema sp. OMZ 838,992,1877,1877
2638727,1,bacteria,1643512,Treponema sp. OMZ 855,26,48,48
2638727,1,bacteria,1643513,Treponema sp. OMZ 857,12,16,16
2638727,1,bacteria,1659192,Treponema sp. OMZ 305,9,17,17
2638727,1,bacteria,2563662,Treponema sp. OMZ 906,4,8,8
2638727,1,bacteria,120682,Treponema sp. OMZ 803,3,5,5
2638727,1,bacteria,2563668,Treponema sp. OMZ 799,1,1,1
157,1,bacteria,69710,Treponema vincentii,1025,1321,1321
157,1,bacteria,58231,Treponema medium,7,7,7
157,1,bacteria,158,Treponema denticola,2,2,2
2093823,1,bacteria,2572088,Candidatus Nanosynbacter featherlites,357,360,360
3820,1,eukaryota,3821,Cajanus cajan,1,1,1
3883,1,eukaryota,3885,Phaseolus vulgaris,1,1,1
3904,1,eukaryota,3911,Vicia villosa,1,1,1
102210,1,eukaryota,102211,Benincasa hispida,2,2,2
123484,1,eukaryota,458696,Tripterygium wilfordii,1,3,3
23461,1,eukaryota,29780,Mangifera indica,1,2,2
3554,1,eukaryota,161934,Beta vulgaris,1,1,1
4640,1,eukaryota,4641,Musa acuminata,1,5,5
9605,1,eukaryota,9606,Homo sapiens,7,12,12
